,Pressure(atm),DATE_year,DATE_month,DATE_day,Hour
143,1020.0,2012,10,7,11
144,1021.0,2012,10,7,12
145,1021.0,2012,10,7,13
146,1021.0,2012,10,7,14
147,1021.0,2012,10,7,15
148,1021.0,2012,10,7,16
149,1021.0,2012,10,7,17
150,1020.0,2012,10,7,18
151,1020.0,2012,10,7,19
152,1020.0,2012,10,7,20
153,1020.0,2012,10,7,21
154,1020.0,2012,10,7,22
155,1020.0,2012,10,7,23
156,1021.0,2012,10,8,0
157,1021.0,2012,10,8,1
158,1021.0,2012,10,8,2
159,1021.0,2012,10,8,3
160,1022.0,2012,10,8,4
161,1021.0,2012,10,8,5
162,1021.0,2012,10,8,6
163,1021.0,2012,10,8,7
164,1021.0,2012,10,8,8
165,1021.0,2012,10,8,9
166,1021.0,2012,10,8,10
167,1021.0,2012,10,8,11
168,1021.0,2012,10,8,12
169,1022.0,2012,10,8,13
170,1022.0,2012,10,8,14
171,1022.0,2012,10,8,15
172,1022.0,2012,10,8,16
173,1022.0,2012,10,8,17
174,1022.0,2012,10,8,18
175,1022.0,2012,10,8,19
176,1021.0,2012,10,8,20
177,1021.0,2012,10,8,21
178,1021.0,2012,10,8,22
179,1022.0,2012,10,8,23
180,1022.0,2012,10,9,0
181,1022.0,2012,10,9,1
182,1022.0,2012,10,9,2
183,1022.0,2012,10,9,3
184,1022.0,2012,10,9,4
185,1022.0,2012,10,9,5
186,1023.0,2012,10,9,6
187,1023.0,2012,10,9,7
188,1023.0,2012,10,9,8
189,1023.0,2012,10,9,9
190,1023.0,2012,10,9,10
191,1023.0,2012,10,9,11
192,1023.0,2012,10,9,12
193,1023.0,2012,10,9,13
194,1024.0,2012,10,9,14
195,1024.0,2012,10,9,15
196,1024.0,2012,10,9,16
197,1023.0,2012,10,9,17
198,1022.0,2012,10,9,18
199,1021.0,2012,10,9,19
200,1021.0,2012,10,9,20
201,1020.0,2012,10,9,21
202,1020.0,2012,10,9,22
203,1020.0,2012,10,9,23
204,1020.0,2012,10,10,0
205,1020.0,2012,10,10,1
206,1020.0,2012,10,10,2
207,1020.0,2012,10,10,3
208,1020.0,2012,10,10,4
209,1020.0,2012,10,10,5
210,1020.0,2012,10,10,6
211,1020.0,2012,10,10,7
212,1020.0,2012,10,10,8
213,1020.0,2012,10,10,9
214,1020.0,2012,10,10,10
215,1020.0,2012,10,10,11
216,1020.0,2012,10,10,12
217,1020.0,2012,10,10,13
218,1020.0,2012,10,10,14
219,1020.0,2012,10,10,15
220,1019.0,2012,10,10,16
221,1018.0,2012,10,10,17
222,1017.0,2012,10,10,18
223,1016.0,2012,10,10,19
224,1015.0,2012,10,10,20
225,1015.0,2012,10,10,21
226,1005.0,2012,10,10,22
227,996.0,2012,10,10,23
228,996.0,2012,10,11,0
229,996.0,2012,10,11,1
230,996.0,2012,10,11,2
231,996.0,2012,10,11,3
232,996.0,2012,10,11,4
233,1005.0,2012,10,11,5
234,1014.0,2012,10,11,6
235,1014.0,2012,10,11,7
236,1014.0,2012,10,11,8
237,1015.0,2012,10,11,9
238,1016.0,2012,10,11,10
239,1017.0,2012,10,11,11
240,1017.0,2012,10,11,12
241,1018.0,2012,10,11,13
242,1019.0,2012,10,11,14
243,1015.0,2012,10,11,15
244,1012.0,2012,10,11,16
245,1008.0,2012,10,11,17
246,1005.0,2012,10,11,18
247,1002.0,2012,10,11,19
248,1021.0,2012,10,11,20
249,1021.0,2012,10,11,21
250,1021.0,2012,10,11,22
251,1022.0,2012,10,11,23
252,1022.0,2012,10,12,0
253,1023.0,2012,10,12,1
254,1023.0,2012,10,12,2
255,1024.0,2012,10,12,3
256,1024.0,2012,10,12,4
257,1024.0,2012,10,12,5
258,1024.0,2012,10,12,6
259,1024.0,2012,10,12,7
260,1024.0,2012,10,12,8
261,1024.0,2012,10,12,9
262,1024.0,2012,10,12,10
263,1025.0,2012,10,12,11
264,1025.0,2012,10,12,12
265,1025.0,2012,10,12,13
266,1025.0,2012,10,12,14
267,1025.0,2012,10,12,15
268,1025.0,2012,10,12,16
269,1024.0,2012,10,12,17
270,1023.0,2012,10,12,18
271,1021.0,2012,10,12,19
272,1021.0,2012,10,12,20
273,1021.0,2012,10,12,21
274,1021.0,2012,10,12,22
275,1021.0,2012,10,12,23
276,1021.0,2012,10,13,0
277,1021.0,2012,10,13,1
278,1021.0,2012,10,13,2
279,1021.0,2012,10,13,3
280,1022.0,2012,10,13,4
281,1022.0,2012,10,13,5
282,1022.0,2012,10,13,6
283,1023.0,2012,10,13,7
284,1023.0,2012,10,13,8
285,1023.0,2012,10,13,9
286,1025.0,2012,10,13,10
287,1026.0,2012,10,13,11
288,1026.0,2012,10,13,12
289,1027.0,2012,10,13,13
290,1029.0,2012,10,13,14
291,1029.0,2012,10,13,15
292,1028.0,2012,10,13,16
293,1028.0,2012,10,13,17
294,1027.0,2012,10,13,18
295,1027.0,2012,10,13,19
296,1027.0,2012,10,13,20
297,1027.0,2012,10,13,21
298,1027.0,2012,10,13,22
299,1027.0,2012,10,13,23
300,1027.0,2012,10,14,0
301,1027.0,2012,10,14,1
302,1027.0,2012,10,14,2
303,1027.0,2012,10,14,3
304,1026.0,2012,10,14,4
305,1026.0,2012,10,14,5
306,1026.0,2012,10,14,6
307,1025.0,2012,10,14,7
308,1024.0,2012,10,14,8
309,1023.0,2012,10,14,9
310,1023.0,2012,10,14,10
311,1023.0,2012,10,14,11
312,1023.0,2012,10,14,12
313,1022.0,2012,10,14,13
314,1022.0,2012,10,14,14
315,1021.0,2012,10,14,15
316,1020.0,2012,10,14,16
317,1019.0,2012,10,14,17
318,1018.0,2012,10,14,18
319,1017.0,2012,10,14,19
320,1017.0,2012,10,14,20
321,1016.0,2012,10,14,21
322,1016.0,2012,10,14,22
323,1015.0,2012,10,14,23
324,1014.0,2012,10,15,0
325,1015.0,2012,10,15,1
326,1015.0,2012,10,15,2
327,1014.0,2012,10,15,3
328,1014.0,2012,10,15,4
329,1013.0,2012,10,15,5
330,1013.0,2012,10,15,6
331,1012.0,2012,10,15,7
332,1012.0,2012,10,15,8
333,1011.0,2012,10,15,9
334,1010.0,2012,10,15,10
335,1009.0,2012,10,15,11
336,1009.0,2012,10,15,12
337,1008.0,2012,10,15,13
338,1007.0,2012,10,15,14
339,1006.0,2012,10,15,15
340,1006.0,2012,10,15,16
341,1006.0,2012,10,15,17
342,1005.0,2012,10,15,18
343,1004.0,2012,10,15,19
344,1004.0,2012,10,15,20
345,1004.0,2012,10,15,21
346,1004.0,2012,10,15,22
347,1003.0,2012,10,15,23
348,1006.0,2012,10,16,0
349,1007.0,2012,10,16,1
350,1009.0,2012,10,16,2
351,1010.0,2012,10,16,3
352,1010.0,2012,10,16,4
353,1010.0,2012,10,16,5
354,1010.0,2012,10,16,6
355,1010.0,2012,10,16,7
356,1010.0,2012,10,16,8
357,1010.0,2012,10,16,9
358,1011.0,2012,10,16,10
359,1012.0,2012,10,16,11
360,1012.0,2012,10,16,12
361,1003.0,2012,10,16,13
362,994.0,2012,10,16,14
363,994.0,2012,10,16,15
364,1014.0,2012,10,16,16
365,1014.0,2012,10,16,17
366,1014.0,2012,10,16,18
367,1013.0,2012,10,16,19
368,1013.0,2012,10,16,20
369,1014.0,2012,10,16,21
370,1014.0,2012,10,16,22
371,1015.0,2012,10,16,23
372,1015.0,2012,10,17,0
373,1015.0,2012,10,17,1
374,1015.0,2012,10,17,2
375,1015.0,2012,10,17,3
376,1015.0,2012,10,17,4
377,1016.0,2012,10,17,5
378,1016.0,2012,10,17,6
379,1015.0,2012,10,17,7
380,1015.0,2012,10,17,8
381,1015.0,2012,10,17,9
382,1015.0,2012,10,17,10
383,1015.0,2012,10,17,11
384,1015.0,2012,10,17,12
385,1015.0,2012,10,17,13
386,1015.0,2012,10,17,14
387,1014.0,2012,10,17,15
388,1014.0,2012,10,17,16
389,1012.0,2012,10,17,17
390,1011.0,2012,10,17,18
391,1009.0,2012,10,17,19
392,1008.0,2012,10,17,20
393,1007.0,2012,10,17,21
394,1007.0,2012,10,17,22
395,1007.0,2012,10,17,23
396,1007.0,2012,10,18,0
397,1007.0,2012,10,18,1
398,1007.0,2012,10,18,2
399,1007.0,2012,10,18,3
400,1007.0,2012,10,18,4
401,1006.0,2012,10,18,5
402,1006.0,2012,10,18,6
403,1007.0,2012,10,18,7
404,1006.0,2012,10,18,8
405,1006.0,2012,10,18,9
406,1006.0,2012,10,18,10
407,1006.0,2012,10,18,11
408,1006.0,2012,10,18,12
409,1006.0,2012,10,18,13
410,1006.0,2012,10,18,14
411,1006.0,2012,10,18,15
412,1005.0,2012,10,18,16
413,1005.0,2012,10,18,17
414,1004.0,2012,10,18,18
415,1003.0,2012,10,18,19
416,1002.0,2012,10,18,20
417,1002.0,2012,10,18,21
418,1001.0,2012,10,18,22
419,1000.0,2012,10,18,23
420,1000.0,2012,10,19,0
421,998.0,2012,10,19,1
422,997.0,2012,10,19,2
423,998.0,2012,10,19,3
424,999.0,2012,10,19,4
425,998.0,2012,10,19,5
426,998.0,2012,10,19,6
427,997.0,2012,10,19,7
428,997.0,2012,10,19,8
429,998.0,2012,10,19,9
430,999.0,2012,10,19,10
431,999.0,2012,10,19,11
432,1000.0,2012,10,19,12
433,1001.0,2012,10,19,13
434,1002.0,2012,10,19,14
435,1002.0,2012,10,19,15
436,1002.0,2012,10,19,16
437,1002.0,2012,10,19,17
438,1002.0,2012,10,19,18
439,1001.0,2012,10,19,19
440,1002.0,2012,10,19,20
441,1002.0,2012,10,19,21
442,1002.0,2012,10,19,22
443,1003.0,2012,10,19,23
444,1003.0,2012,10,20,0
445,1003.0,2012,10,20,1
446,1003.0,2012,10,20,2
447,1003.0,2012,10,20,3
448,1003.0,2012,10,20,4
449,1001.0,2012,10,20,5
450,1000.0,2012,10,20,6
451,1000.0,2012,10,20,7
452,1000.0,2012,10,20,8
453,1000.0,2012,10,20,9
454,1000.0,2012,10,20,10
455,1000.0,2012,10,20,11
456,1000.0,2012,10,20,12
457,1000.0,2012,10,20,13
458,1000.0,2012,10,20,14
459,1001.0,2012,10,20,15
460,1001.0,2012,10,20,16
461,1001.0,2012,10,20,17
462,1001.0,2012,10,20,18
463,1001.0,2012,10,20,19
464,1001.0,2012,10,20,20
465,1002.0,2012,10,20,21
466,1003.0,2012,10,20,22
467,1003.0,2012,10,20,23
468,1004.0,2012,10,21,0
469,1004.0,2012,10,21,1
470,1005.0,2012,10,21,2
471,1005.0,2012,10,21,3
472,1005.0,2012,10,21,4
473,1006.0,2012,10,21,5
474,1006.0,2012,10,21,6
475,1006.0,2012,10,21,7
476,1006.0,2012,10,21,8
477,1007.0,2012,10,21,9
478,1007.0,2012,10,21,10
479,1007.0,2012,10,21,11
480,1007.0,2012,10,21,12
481,1008.0,2012,10,21,13
482,1008.0,2012,10,21,14
483,1008.0,2012,10,21,15
484,1009.0,2012,10,21,16
485,1009.0,2012,10,21,17
486,1010.0,2012,10,21,18
487,1010.0,2012,10,21,19
488,1011.0,2012,10,21,20
489,1011.0,2012,10,21,21
490,1012.0,2012,10,21,22
491,1013.0,2012,10,21,23
492,1013.0,2012,10,22,0
493,1014.0,2012,10,22,1
494,1014.0,2012,10,22,2
495,1015.0,2012,10,22,3
496,1015.0,2012,10,22,4
497,1015.0,2012,10,22,5
498,1016.0,2012,10,22,6
499,1016.0,2012,10,22,7
500,1017.0,2012,10,22,8
501,1017.0,2012,10,22,9
502,1017.0,2012,10,22,10
503,1018.0,2012,10,22,11
504,1018.0,2012,10,22,12
505,1018.0,2012,10,22,13
506,1019.0,2012,10,22,14
507,1019.0,2012,10,22,15
508,1018.0,2012,10,22,16
509,1017.0,2012,10,22,17
510,1017.0,2012,10,22,18
511,1017.0,2012,10,22,19
512,1017.0,2012,10,22,20
513,1016.0,2012,10,22,21
514,1016.0,2012,10,22,22
515,1017.0,2012,10,22,23
516,1017.0,2012,10,23,0
517,1017.0,2012,10,23,1
518,1017.0,2012,10,23,2
519,1017.0,2012,10,23,3
520,1018.0,2012,10,23,4
521,1017.0,2012,10,23,5
522,1017.0,2012,10,23,6
523,1017.0,2012,10,23,7
524,1017.0,2012,10,23,8
525,1017.0,2012,10,23,9
526,1017.0,2012,10,23,10
527,1017.0,2012,10,23,11
528,1018.0,2012,10,23,12
529,1018.0,2012,10,23,13
530,1018.0,2012,10,23,14
531,1018.0,2012,10,23,15
532,1018.0,2012,10,23,16
533,1018.0,2012,10,23,17
534,1018.0,2012,10,23,18
535,1018.0,2012,10,23,19
536,1019.0,2012,10,23,20
537,1016.0,2012,10,23,21
538,1015.0,2012,10,23,22
539,1015.0,2012,10,23,23
540,1015.0,2012,10,24,0
541,1015.0,2012,10,24,1
542,1016.0,2012,10,24,2
543,1016.0,2012,10,24,3
544,1016.0,2012,10,24,4
545,1016.0,2012,10,24,5
546,1016.0,2012,10,24,6
547,1015.0,2012,10,24,7
548,1015.0,2012,10,24,8
549,1016.0,2012,10,24,9
550,1015.0,2012,10,24,10
551,1016.0,2012,10,24,11
552,1016.0,2012,10,24,12
553,1017.0,2012,10,24,13
554,1018.0,2012,10,24,14
555,1018.0,2012,10,24,15
556,1018.0,2012,10,24,16
557,1018.0,2012,10,24,17
558,1017.0,2012,10,24,18
559,1016.0,2012,10,24,19
560,1015.0,2012,10,24,20
561,1015.0,2012,10,24,21
562,1015.0,2012,10,24,22
563,1015.0,2012,10,24,23
564,1015.0,2012,10,25,0
565,1015.0,2012,10,25,1
566,1016.0,2012,10,25,2
567,1016.0,2012,10,25,3
568,1016.0,2012,10,25,4
569,1016.0,2012,10,25,5
570,1016.0,2012,10,25,6
571,1017.0,2012,10,25,7
572,1017.0,2012,10,25,8
573,1017.0,2012,10,25,9
574,1017.0,2012,10,25,10
575,1017.0,2012,10,25,11
576,1018.0,2012,10,25,12
577,1018.0,2012,10,25,13
578,1018.0,2012,10,25,14
579,1018.0,2012,10,25,15
580,1017.0,2012,10,25,16
581,1017.0,2012,10,25,17
582,1016.0,2012,10,25,18
583,1016.0,2012,10,25,19
584,1015.0,2012,10,25,20
585,1015.0,2012,10,25,21
586,1015.0,2012,10,25,22
587,1015.0,2012,10,25,23
588,1016.0,2012,10,26,0
589,1016.0,2012,10,26,1
590,1016.0,2012,10,26,2
591,1016.0,2012,10,26,3
592,1016.0,2012,10,26,4
593,1016.0,2012,10,26,5
594,1015.0,2012,10,26,6
595,1015.0,2012,10,26,7
596,1015.0,2012,10,26,8
597,1015.0,2012,10,26,9
598,1015.0,2012,10,26,10
599,1015.0,2012,10,26,11
600,1015.0,2012,10,26,12
601,1016.0,2012,10,26,13
602,1016.0,2012,10,26,14
603,1016.0,2012,10,26,15
604,1015.0,2012,10,26,16
605,1015.0,2012,10,26,17
606,1013.0,2012,10,26,18
607,1013.0,2012,10,26,19
608,1012.0,2012,10,26,20
609,1012.0,2012,10,26,21
610,1012.0,2012,10,26,22
611,1012.0,2012,10,26,23
612,1012.0,2012,10,27,0
613,1012.0,2012,10,27,1
614,1013.0,2012,10,27,2
615,1013.0,2012,10,27,3
616,1014.0,2012,10,27,4
617,1016.0,2012,10,27,5
618,1017.0,2012,10,27,6
619,1018.0,2012,10,27,7
620,1019.0,2012,10,27,8
621,1019.0,2012,10,27,9
622,1021.0,2012,10,27,10
623,1020.0,2012,10,27,11
624,1021.0,2012,10,27,12
625,1023.0,2012,10,27,13
626,1023.0,2012,10,27,14
627,1024.0,2012,10,27,15
628,1024.0,2012,10,27,16
629,1023.0,2012,10,27,17
630,1023.0,2012,10,27,18
631,1023.0,2012,10,27,19
632,1022.0,2012,10,27,20
633,1021.0,2012,10,27,21
634,1022.0,2012,10,27,22
635,1022.0,2012,10,27,23
636,1023.0,2012,10,28,0
637,1022.0,2012,10,28,1
638,1022.0,2012,10,28,2
639,1023.0,2012,10,28,3
640,1022.0,2012,10,28,4
641,1022.0,2012,10,28,5
642,1022.0,2012,10,28,6
643,1022.0,2012,10,28,7
644,1022.0,2012,10,28,8
645,1022.0,2012,10,28,9
646,1022.0,2012,10,28,10
647,1022.0,2012,10,28,11
648,1022.0,2012,10,28,12
649,1022.0,2012,10,28,13
650,1022.0,2012,10,28,14
651,1022.0,2012,10,28,15
652,1022.0,2012,10,28,16
653,1021.0,2012,10,28,17
654,1021.0,2012,10,28,18
655,1020.0,2012,10,28,19
656,1020.0,2012,10,28,20
657,1021.0,2012,10,28,21
658,1021.0,2012,10,28,22
659,1021.0,2012,10,28,23
660,1022.0,2012,10,29,0
661,1021.0,2012,10,29,1
662,1022.0,2012,10,29,2
663,1021.0,2012,10,29,3
664,1021.0,2012,10,29,4
665,1021.0,2012,10,29,5
666,1021.0,2012,10,29,6
667,1021.0,2012,10,29,7
668,1021.0,2012,10,29,8
669,1021.0,2012,10,29,9
670,1021.0,2012,10,29,10
671,1021.0,2012,10,29,11
672,1021.0,2012,10,29,12
673,1022.0,2012,10,29,13
674,1021.0,2012,10,29,14
675,1021.0,2012,10,29,15
676,1021.0,2012,10,29,16
677,1021.0,2012,10,29,17
678,1020.0,2012,10,29,18
679,1020.0,2012,10,29,19
680,1020.0,2012,10,29,20
681,1020.0,2012,10,29,21
682,1020.0,2012,10,29,22
683,1021.0,2012,10,29,23
684,1021.0,2012,10,30,0
685,1021.0,2012,10,30,1
686,1021.0,2012,10,30,2
687,1021.0,2012,10,30,3
688,1021.0,2012,10,30,4
689,1021.0,2012,10,30,5
690,1020.0,2012,10,30,6
691,1020.0,2012,10,30,7
692,1020.0,2012,10,30,8
693,1020.0,2012,10,30,9
694,1020.0,2012,10,30,10
695,1020.0,2012,10,30,11
696,1020.0,2012,10,30,12
697,1020.0,2012,10,30,13
698,1020.0,2012,10,30,14
699,1020.0,2012,10,30,15
700,1020.0,2012,10,30,16
701,1019.0,2012,10,30,17
702,1019.0,2012,10,30,18
703,1018.0,2012,10,30,19
704,1017.0,2012,10,30,20
705,1017.0,2012,10,30,21
706,1016.0,2012,10,30,22
707,1016.0,2012,10,30,23
708,1015.0,2012,10,31,0
709,1014.0,2012,10,31,1
710,1013.0,2012,10,31,2
711,1012.0,2012,10,31,3
712,1012.0,2012,10,31,4
713,1011.0,2012,10,31,5
714,1010.0,2012,10,31,6
715,1007.0,2012,10,31,7
716,1007.0,2012,10,31,8
717,1007.0,2012,10,31,9
718,1006.0,2012,10,31,10
719,1005.0,2012,10,31,11
720,1005.0,2012,10,31,12
721,1005.0,2012,10,31,13
722,1004.0,2012,10,31,14
723,1004.0,2012,10,31,15
724,1005.0,2012,10,31,16
725,1005.0,2012,10,31,17
726,1005.0,2012,10,31,18
727,1004.0,2012,10,31,19
728,1004.0,2012,10,31,20
729,1005.0,2012,10,31,21
730,1006.0,2012,10,31,22
731,1006.0,2012,10,31,23
732,1007.0,2012,11,1,0
733,1007.0,2012,11,1,1
734,1007.0,2012,11,1,2
735,1007.0,2012,11,1,3
736,1007.0,2012,11,1,4
737,1006.0,2012,11,1,5
738,1006.0,2012,11,1,6
739,1006.0,2012,11,1,7
740,1007.0,2012,11,1,8
741,1007.0,2012,11,1,9
742,1007.0,2012,11,1,10
743,1007.0,2012,11,1,11
744,1007.0,2012,11,1,12
745,1008.0,2012,11,1,13
746,1008.0,2012,11,1,14
747,1008.0,2012,11,1,15
748,1009.0,2012,11,1,16
749,1009.0,2012,11,1,17
750,1009.0,2012,11,1,18
751,1009.0,2012,11,1,19
752,1009.0,2012,11,1,20
753,1009.0,2012,11,1,21
754,1009.0,2012,11,1,22
755,1010.0,2012,11,1,23
756,1010.0,2012,11,2,0
757,1011.0,2012,11,2,1
758,1011.0,2012,11,2,2
759,1011.0,2012,11,2,3
760,1011.0,2012,11,2,4
761,1011.0,2012,11,2,5
762,1011.0,2012,11,2,6
763,1011.0,2012,11,2,7
764,1011.0,2012,11,2,8
765,1011.0,2012,11,2,9
766,1011.0,2012,11,2,10
767,1012.0,2012,11,2,11
768,1012.0,2012,11,2,12
769,1012.0,2012,11,2,13
770,1013.0,2012,11,2,14
771,1013.0,2012,11,2,15
772,1013.0,2012,11,2,16
773,1013.0,2012,11,2,17
774,1012.0,2012,11,2,18
775,1011.0,2012,11,2,19
776,1011.0,2012,11,2,20
777,1011.0,2012,11,2,21
778,1011.0,2012,11,2,22
779,1011.0,2012,11,2,23
780,1011.0,2012,11,3,0
781,1011.0,2012,11,3,1
782,1011.0,2012,11,3,2
783,1011.0,2012,11,3,3
784,1011.0,2012,11,3,4
785,1011.0,2012,11,3,5
786,1011.0,2012,11,3,6
787,1011.0,2012,11,3,7
788,1011.0,2012,11,3,8
789,1012.0,2012,11,3,9
790,1013.0,2012,11,3,10
791,1013.0,2012,11,3,11
792,1014.0,2012,11,3,12
793,1015.0,2012,11,3,13
794,1016.0,2012,11,3,14
795,1017.0,2012,11,3,15
796,1017.0,2012,11,3,16
797,1017.0,2012,11,3,17
798,1017.0,2012,11,3,18
799,1017.0,2012,11,3,19
800,1017.0,2012,11,3,20
801,1017.0,2012,11,3,21
802,1018.0,2012,11,3,22
803,1018.0,2012,11,3,23
804,1018.0,2012,11,4,0
805,1018.0,2012,11,4,1
806,1019.0,2012,11,4,2
807,1019.0,2012,11,4,3
808,1019.0,2012,11,4,4
809,1020.0,2012,11,4,5
810,1020.0,2012,11,4,6
811,1020.0,2012,11,4,7
812,1020.0,2012,11,4,8
813,1020.0,2012,11,4,9
814,1020.0,2012,11,4,10
815,1020.0,2012,11,4,11
816,1021.0,2012,11,4,12
817,1020.0,2012,11,4,13
818,1022.0,2012,11,4,14
819,1021.0,2012,11,4,15
820,1021.0,2012,11,4,16
821,1020.0,2012,11,4,17
822,1021.0,2012,11,4,18
823,1021.0,2012,11,4,19
824,1020.0,2012,11,4,20
825,1020.0,2012,11,4,21
826,1020.0,2012,11,4,22
827,1020.0,2012,11,4,23
828,1020.0,2012,11,5,0
829,1020.0,2012,11,5,1
830,1021.0,2012,11,5,2
831,1021.0,2012,11,5,3
832,1021.0,2012,11,5,4
833,1021.0,2012,11,5,5
834,1021.0,2012,11,5,6
835,1021.0,2012,11,5,7
836,1021.0,2012,11,5,8
837,1021.0,2012,11,5,9
838,1022.0,2012,11,5,10
839,1022.0,2012,11,5,11
840,1022.0,2012,11,5,12
841,1022.0,2012,11,5,13
842,1023.0,2012,11,5,14
843,1023.0,2012,11,5,15
844,1023.0,2012,11,5,16
845,1023.0,2012,11,5,17
846,1023.0,2012,11,5,18
850,1002.0,2012,11,5,22
851,1002.0,2012,11,5,23
852,1002.0,2012,11,6,0
853,1002.0,2012,11,6,1
854,1002.0,2012,11,6,2
855,1002.0,2012,11,6,3
856,1002.0,2012,11,6,4
857,1002.0,2012,11,6,5
858,1002.0,2012,11,6,6
859,1003.0,2012,11,6,7
860,1003.0,2012,11,6,8
861,1003.0,2012,11,6,9
862,1003.0,2012,11,6,10
863,1003.0,2012,11,6,11
864,1003.0,2012,11,6,12
865,1004.0,2012,11,6,13
866,1004.0,2012,11,6,14
867,1004.0,2012,11,6,15
868,1004.0,2012,11,6,16
869,1012.0,2012,11,6,17
870,1021.0,2012,11,6,18
871,1020.0,2012,11,6,19
872,1019.0,2012,11,6,20
873,1020.0,2012,11,6,21
874,1020.0,2012,11,6,22
875,1019.0,2012,11,6,23
